Key	PY+T	Pho+T	PY-T	Pho-T	Tone	SyStruct	SyLen	OrthLen	PhoLen	FreqPM	Words	HomoDensity	Dominate-POS	Freq-Dominate-POS	Percent-Dominate-POS	Other-POSes	Num-Neighbors	R-Neighbors	A-Neighbors	S-Neighbors	Neighbors	Freq-Neighbors
n y E n 2								0	4	0		0		-1	0		4	0	0	4	n i E n 2,y E n 2,Q y E n 2,X y E n 2	54913
X a 2								0	2	0		0		-1	0		14	0	1	13	X i a 2,n a 2,m a 2,C a 2,S a 2,z a 2,t a 2,P a 2,i a 2,X i 2,p a 2,f a 2,u a 2,Z a 2	75986
X a I 2								0	3	0		0		-1	0		10	0	0	10	l a I 2,c a I 2,T a I 2,P a I 2,p a I 2,m a I 2,x a I 2,Z a I 2,C a I 2,a I 2	236717
X a n 2								0	3	0		0		-1	0		13	0	0	13	u a n 2,n a n 2,T a n 2,l a n 2,f a n 2,m a n 2,P a n 2,X y n 2,x a n 2,z a n 2,C a n 2,r a n 2,c a n 2	66470
X a N 2								0	3	0		0		-1	0		14	0	1	13	X i a N 2,X i N 2,m a N 2,c a N 2,f a N 2,C a N 2,T a N 2,l a N 2,u a N 2,i a N 2,P a N 2,x a N 2,a N 2,n a N 2	56065
X a U 2								0	3	0		0		-1	0		12	0	0	12	T a U 2,l a U 2,a U 2,i a U 2,m a U 2,x a U 2,r a U 2,C a U 2,P a U 2,n a U 2,c a U 2,S a U 2	9096
X @ 2								0	2	0		0		-1	0		9	0	0	9	x @ 2,k @ 2,t @ 2,z @ 2,S @ 2,Z @ 2,@ 2,X i 2,K @ 2	18027
X e I 2								0	3	0		0		-1	0		7	0	0	7	m e I 2,S e I 2,u e I 2,P e I 2,l e I 2,f e I 2,z e I 2	271704
X @ n 2								0	3	0		0		-1	0		9	0	0	9	r @ n 2,m @ n 2,u @ n 2,S @ n 2,X y n 2,C @ n 2,x @ n 2,f @ n 2,P @ n 2	214974
X @ N 2								0	3	0		0		-1	0		12	0	0	12	n @ N 2,X i N 2,C @ N 2,T @ N 2,r @ N 2,c @ N 2,m @ N 2,f @ N 2,P @ N 2,S @ N 2,x @ N 2,p @ N 2	221134
X E 2								0	2	0		0		-1	0		4	0	2	2	X y E 2,X i E 2,i E 2,X i 2	14300
X o N 2								0	3	0		0		-1	0		9	0	1	8	X i o N 2,c o N 2,X i N 2,T o N 2,C o N 2,x o N 2,l o N 2,r o N 2,n o N 2	95515
X o U 2								0	3	0		0		-1	0		9	0	0	9	o U 2,T o U 2,i o U 2,l o U 2,C o U 2,x o U 2,m o U 2,r o U 2,Z o U 2	98626
X u 2								0	2	0		0		-1	0		15	0	0	15	u 2,t u 2,r u 2,f u 2,T u 2,C u 2,x u 2,z u 2,S u 2,X i 2,l u 2,n u 2,Z u 2,s u 2,P u 2	36617
X u a 2								0	3	0		0		-1	0		3	0	0	3	x u a 2,X i a 2,u a 2	3761
X u a I 2								0	4	0		0		-1	0		1	0	0	1	x u a I 2	754
X u a N 2								0	4	0		0		-1	0		5	0	0	5	C u a N 2,K u a N 2,u a N 2,x u a N 2,X i a N 2	10943
X u e I 2								0	4	0		0		-1	0		5	0	0	5	u e I 2,x u e I 2,s u e I 2,C u e I 2,K u e I 2	82000
X u n 2								0	3	0		0		-1	0		6	0	0	6	l u n 2,C u n 2,c u n 2,X y n 2,x u n 2,T u n 2	6953
X u o 2								0	3	0		0		-1	0		10	0	0	10	Z u o 2,t u o 2,x u o 2,m u o 2,l u o 2,p u o 2,k u o 2,P u o 2,n u o 2,T u o 2	176651
c e I 2								0	3	0		0		-1	0		8	0	0	8	m e I 2,S e I 2,u e I 2,c a I 2,P e I 2,l e I 2,f e I 2,z e I 2	308747
c E 2								0	2	0		0		-1	0		2	0	0	2	i E 2,c 1 2	8217
c i 2								0	2	0		0		-1	0		12	0	0	12	J i 2,Q i 2,l i 2,T i 2,n i 2,c 1 2,P i 2,m i 2,i 2,X i 2,t i 2,p i 2	53597
c i a 2								0	3	0		0		-1	0		3	0	0	3	i a 2,X i a 2,J i a 2	3030
c i E n 2								0	4	0		0		-1	0		7	0	0	7	Q i E n 2,n i E n 2,l i E n 2,T i E n 2,i E n 2,X i E n 2,m i E n 2	146724
c i a N 2								0	4	0		0		-1	0		6	0	0	6	Q i a N 2,c a N 2,n i a N 2,i a N 2,l i a N 2,X i a N 2	14478
c i a U 2								0	4	0		0		-1	0		7	0	0	7	T i a U 2,Q i a U 2,l i a U 2,i a U 2,m i a U 2,c a U 2,P i a U 2	23542
c i E 2								0	3	0		0		-1	0		5	0	0	5	J i E 2,i E 2,X i E 2,t i E 2,Q i E 2	14271
c i n 2								0	3	0		0		-1	0		8	0	0	8	n i n 2,l i n 2,c u n 2,i n 2,Q i n 2,m i n 2,c a n 2,P i n 2	22572
c i N 2								0	3	0		0		-1	0		11	0	0	11	c o N 2,X i N 2,m i N 2,T i N 2,i N 2,P i N 2,Q i N 2,c a N 2,l i N 2,c @ N 2,n i N 2	124039
c i o U 2								0	4	0		0		-1	0		4	0	0	4	Q i o U 2,l i o U 2,i o U 2,n i o U 2	40383
c i o N 2								0	4	0		0		-1	0		3	0	0	3	c o N 2,X i o N 2,Q i o N 2	49192
c u a 2								0	3	0		0		-1	0		3	0	0	3	x u a 2,c u n 2,u a 2	3764
c u a I 2								0	4	0		0		-1	0		2	0	0	2	c a I 2,x u a I 2	37797
c u a N 2								0	4	0		0		-1	0		5	0	0	5	C u a N 2,c a N 2,K u a N 2,u a N 2,x u a N 2	14722
c y 2								0	2	0		0		-1	0		3	0	0	3	c 1 2,J y 2,l y 2	7977
c y E 2								0	3	0		0		-1	0		3	0	0	3	X y E 2,J y E 2,Q y E 2	8894
c y n 2								0	3	0		0		-1	0		5	0	0	5	Q y n 2,c u n 2,X y n 2,y n 2,c a n 2	5856
c y E n 2								0	4	0		0		-1	0		3	0	0	3	y E n 2,Q y E n 2,X y E n 2	23404
l @ n 2								0	3	0		0		-1	0		11	0	0	11	r @ n 2,m @ n 2,u @ n 2,l a n 2,S @ n 2,l u n 2,l i n 2,C @ n 2,x @ n 2,f @ n 2,P @ n 2	222664
l E 2								0	2	0		0		-1	0		4	0	0	4	l i 2,i E 2,l u 2,l y 2	11478
l i o N 2								0	4	0		0		-1	0		6	0	0	6	l i o U 2,l i N 2,l o N 2,X i o N 2,l i a N 2,Q i o N 2	18756
l u a 2								0	3	0		0		-1	0		5	0	0	5	l u n 2,l u o 2,x u a 2,l u 2,u a 2	9475
l u a I 2								0	4	0		0		-1	0		2	0	0	2	l a I 2,x u a I 2	187294
l u a N 2								0	4	0		0		-1	0		6	0	0	6	C u a N 2,K u a N 2,l a N 2,u a N 2,l i a N 2,x u a N 2	13253
l u e I 2								0	4	0		0		-1	0		6	0	0	6	u e I 2,x u e I 2,l e I 2,s u e I 2,C u e I 2,K u e I 2	84727
l y n 2								0	3	0		0		-1	0		7	0	0	7	l a n 2,Q y n 2,l u n 2,l i n 2,X y n 2,y n 2,l y 2	13407
l y E n 2								0	4	0		0		-1	0		4	0	0	4	y E n 2,Q y E n 2,l i E n 2,X y E n 2	31603
T e I 2								0	3	0		0		-1	0		8	0	0	8	m e I 2,S e I 2,u e I 2,T a I 2,P e I 2,l e I 2,f e I 2,z e I 2	276621
t @ n 2								0	3	0		0		-1	0		9	0	0	9	r @ n 2,m @ n 2,u @ n 2,S @ n 2,t @ 2,C @ n 2,x @ n 2,f @ n 2,P @ n 2	216525
T E 2								0	2	0		0		-1	0		3	0	0	3	T i 2,i E 2,T u 2	12898
T i a 2								0	3	0		0		-1	0		6	0	1	5	T i a U 2,T i N 2,T i 2,i a 2,X i a 2,J i a 2	31609
T i a N 2								0	4	0		0		-1	0		8	0	0	8	T i a U 2,T i N 2,Q i a N 2,T a N 2,n i a N 2,i a N 2,l i a N 2,X i a N 2	35501
T i n 2								0	3	0		0		-1	0		11	0	1	10	T i E n 2,n i n 2,T a n 2,T i N 2,T i 2,l i n 2,i n 2,Q i n 2,m i n 2,T u n 2,P i n 2	55156
T i o U 2								0	4	0		0		-1	0		6	0	0	6	Q i o U 2,T o U 2,T i a U 2,l i o U 2,i o U 2,n i o U 2	66815
T i o N 2								0	4	0		0		-1	0		4	0	0	4	T i N 2,T o N 2,X i o N 2,Q i o N 2	18086
T u a 2								0	3	0		0		-1	0		6	0	1	5	T u a n 2,x u a 2,T u 2,T u o 2,T u n 2,u a 2	6915
T u a I 2								0	4	0		0		-1	0		3	0	0	3	T a I 2,T u a n 2,x u a I 2	6747
T u a N 2								0	4	0		0		-1	0		6	0	0	6	C u a N 2,T a N 2,K u a N 2,u a N 2,T u a n 2,x u a N 2	14416
T y 2								0	2	0		0		-1	0		4	0	0	4	T i 2,J y 2,T u 2,l y 2	12658
T y e 2								0	3	0		0		-1	0		0	0	0	0		0
T y n 2								0	3	0		0		-1	0		5	0	0	5	T a n 2,Q y n 2,X y n 2,y n 2,T u n 2	16579
T y E n 2								0	4	0		0		-1	0		4	0	0	4	y E n 2,Q y E n 2,T i E n 2,X y E n 2	29198
k E 2								0	2	0		0		-1	0		2	0	0	2	i E 2,k @ 2	6883
k i 2								0	2	0		0		-1	0		12	0	0	12	J i 2,Q i 2,l i 2,T i 2,n i 2,k @ 2,P i 2,m i 2,i 2,X i 2,t i 2,p i 2	52263
k 1 2								0	2	0		0		-1	0		5	0	0	5	S 1 2,Z 1 2,c 1 2,k @ 2,C 1 2	43952
k i a 2								0	3	0		0		-1	0		3	0	0	3	i a 2,X i a 2,J i a 2	3030
k i E n 2								0	4	0		0		-1	0		7	0	0	7	Q i E n 2,n i E n 2,l i E n 2,T i E n 2,i E n 2,X i E n 2,m i E n 2	146724
k i a N 2								0	4	0		0		-1	0		5	0	0	5	Q i a N 2,n i a N 2,i a N 2,l i a N 2,X i a N 2	10545
k i a U 2								0	4	0		0		-1	0		6	0	0	6	T i a U 2,Q i a U 2,l i a U 2,i a U 2,m i a U 2,P i a U 2	23371
k i E 2								0	3	0		0		-1	0		5	0	0	5	J i E 2,i E 2,X i E 2,t i E 2,Q i E 2	14271
k i n 2								0	3	0		0		-1	0		6	0	0	6	n i n 2,l i n 2,i n 2,Q i n 2,m i n 2,P i n 2	21255
k i N 2								0	3	0		0		-1	0		8	0	0	8	X i N 2,m i N 2,T i N 2,i N 2,P i N 2,Q i N 2,l i N 2,n i N 2	71047
k i o U 2								0	4	0		0		-1	0		4	0	0	4	Q i o U 2,l i o U 2,i o U 2,n i o U 2	40383
k i o N 2								0	4	0		0		-1	0		2	0	0	2	X i o N 2,Q i o N 2	1849
k y 2								0	2	0		0		-1	0		3	0	0	3	J y 2,k @ 2,l y 2	6643
k y E 2								0	3	0		0		-1	0		3	0	0	3	X y E 2,J y E 2,Q y E 2	8894
k y n 2								0	3	0		0		-1	0		3	0	0	3	Q y n 2,X y n 2,y n 2	4539
k y E n 2								0	4	0		0		-1	0		3	0	0	3	y E n 2,Q y E n 2,X y E n 2	23404
Q a 2								0	2	0		0		-1	0		13	0	0	13	n a 2,m a 2,Q i 2,C a 2,S a 2,z a 2,t a 2,P a 2,i a 2,p a 2,f a 2,u a 2,Z a 2	82665
Q a I 2								0	3	0		0		-1	0		10	0	0	10	l a I 2,c a I 2,T a I 2,P a I 2,p a I 2,m a I 2,x a I 2,Z a I 2,C a I 2,a I 2	236717
Q a n 2								0	3	0		0		-1	0		14	0	0	14	u a n 2,n a n 2,T a n 2,l a n 2,Q y n 2,f a n 2,m a n 2,P a n 2,x a n 2,z a n 2,C a n 2,Q i n 2,r a n 2,c a n 2	69428
Q a N 2								0	3	0		0		-1	0		14	0	1	13	Q i a N 2,m a N 2,Q i N 2,c a N 2,f a N 2,C a N 2,T a N 2,l a N 2,u a N 2,i a N 2,P a N 2,x a N 2,a N 2,n a N 2	37896
Q a U 2								0	3	0		0		-1	0		13	0	1	12	Q i a U 2,T a U 2,l a U 2,a U 2,i a U 2,m a U 2,x a U 2,r a U 2,C a U 2,P a U 2,n a U 2,c a U 2,S a U 2	16635
Q @ 2								0	2	0		0		-1	0		9	0	0	9	Q i 2,x @ 2,k @ 2,t @ 2,z @ 2,S @ 2,Z @ 2,@ 2,K @ 2	25685
Q e I 2								0	3	0		0		-1	0		7	0	0	7	m e I 2,S e I 2,u e I 2,P e I 2,l e I 2,f e I 2,z e I 2	271704
Q @ n 2								0	3	0		0		-1	0		10	0	0	10	r @ n 2,m @ n 2,u @ n 2,S @ n 2,Q y n 2,C @ n 2,Q i n 2,x @ n 2,f @ n 2,P @ n 2	217932
Q @ N 2								0	3	0		0		-1	0		12	0	0	12	n @ N 2,C @ N 2,Q i N 2,T @ N 2,r @ N 2,c @ N 2,m @ N 2,f @ N 2,P @ N 2,S @ N 2,x @ N 2,p @ N 2	196613
Q E 2								0	2	0		0		-1	0		4	0	2	2	Q y E 2,Q i E 2,Q i 2,i E 2	13086
Q o N 2								0	3	0		0		-1	0		9	0	1	8	Q i o N 2,c o N 2,T o N 2,C o N 2,Q i N 2,x o N 2,l o N 2,r o N 2,n o N 2	70191
Q o U 2								0	3	0		0		-1	0		10	0	1	9	Q i o U 2,o U 2,T o U 2,i o U 2,l o U 2,C o U 2,x o U 2,m o U 2,r o U 2,Z o U 2	116749
Q u 2								0	2	0		0		-1	0		15	0	0	15	u 2,Q i 2,t u 2,r u 2,f u 2,T u 2,C u 2,x u 2,z u 2,S u 2,l u 2,n u 2,Z u 2,s u 2,P u 2	44275
Q u a 2								0	3	0		0		-1	0		2	0	0	2	x u a 2,u a 2	2782
Q u a I 2								0	4	0		0		-1	0		1	0	0	1	x u a I 2	754
Q u a N 2								0	4	0		0		-1	0		5	0	0	5	C u a N 2,Q i a N 2,K u a N 2,u a N 2,x u a N 2	17295
Q u e I 2								0	4	0		0		-1	0		5	0	0	5	u e I 2,x u e I 2,s u e I 2,C u e I 2,K u e I 2	82000
Q u n 2								0	3	0		0		-1	0		7	0	0	7	Q y n 2,l u n 2,C u n 2,c u n 2,Q i n 2,x u n 2,T u n 2	9911
Q u o 2								0	3	0		0		-1	0		10	0	0	10	Z u o 2,t u o 2,x u o 2,m u o 2,l u o 2,p u o 2,k u o 2,P u o 2,n u o 2,T u o 2	176651
z E 2								0	2	0		0		-1	0		4	0	0	4	i E 2,z a 2,z @ 2,z u 2	11014
z i a 2								0	3	0		0		-1	0		4	0	0	4	z a 2,i a 2,X i a 2,J i a 2	6480
z i E n 2								0	4	0		0		-1	0		7	0	0	7	Q i E n 2,n i E n 2,l i E n 2,T i E n 2,i E n 2,X i E n 2,m i E n 2	146724
z i a N 2								0	4	0		0		-1	0		5	0	0	5	Q i a N 2,n i a N 2,i a N 2,l i a N 2,X i a N 2	10545
z i a U 2								0	4	0		0		-1	0		6	0	0	6	T i a U 2,Q i a U 2,l i a U 2,i a U 2,m i a U 2,P i a U 2	23371
z i E 2								0	3	0		0		-1	0		5	0	0	5	J i E 2,i E 2,X i E 2,t i E 2,Q i E 2	14271
z i n 2								0	3	0		0		-1	0		7	0	0	7	n i n 2,l i n 2,i n 2,z a n 2,Q i n 2,m i n 2,P i n 2	22088
z i N 2								0	3	0		0		-1	0		8	0	0	8	X i N 2,m i N 2,T i N 2,i N 2,P i N 2,Q i N 2,l i N 2,n i N 2	71047
z i o U 2								0	4	0		0		-1	0		4	0	0	4	Q i o U 2,l i o U 2,i o U 2,n i o U 2	40383
z i o N 2								0	4	0		0		-1	0		2	0	0	2	X i o N 2,Q i o N 2	1849
z u a 2								0	3	0		0		-1	0		4	0	0	4	z a 2,x u a 2,z u 2,u a 2	7573
z u a I 2								0	4	0		0		-1	0		1	0	0	1	x u a I 2	754
z u a N 2								0	4	0		0		-1	0		4	0	0	4	C u a N 2,K u a N 2,u a N 2,x u a N 2	10789
z y 2								0	2	0		0		-1	0		5	0	0	5	J y 2,z a 2,z @ 2,z u 2,l y 2	10774
z y E 2								0	3	0		0		-1	0		3	0	0	3	X y E 2,J y E 2,Q y E 2	8894
z y n 2								0	3	0		0		-1	0		4	0	0	4	Q y n 2,X y n 2,z a n 2,y n 2	5372
z y E n 2								0	4	0		0		-1	0		3	0	0	3	y E n 2,Q y E n 2,X y E n 2	23404
p @ 2								0	2	0		0		-1	0		11	0	1	10	p @ N 2,x @ 2,k @ 2,t @ 2,z @ 2,S @ 2,Z @ 2,@ 2,p a 2,K @ 2,p i 2	18298
p E 2								0	2	0		0		-1	0		3	0	0	3	i E 2,p a 2,p i 2	5441
p i a 2								0	3	0		0		-1	0		5	0	0	5	i a 2,X i a 2,p a 2,J i a 2,p i 2	4212
p i a N 2								0	4	0		0		-1	0		5	0	0	5	Q i a N 2,n i a N 2,i a N 2,l i a N 2,X i a N 2	10545
p i o U 2								0	4	0		0		-1	0		4	0	0	4	Q i o U 2,l i o U 2,i o U 2,n i o U 2	40383
p i o N 2								0	4	0		0		-1	0		2	0	0	2	X i o N 2,Q i o N 2	1849
p o N 2								0	3	0		0		-1	0		8	0	0	8	c o N 2,T o N 2,C o N 2,x o N 2,l o N 2,r o N 2,n o N 2,p @ N 2	65762
p o U 2								0	3	0		0		-1	0		9	0	0	9	o U 2,T o U 2,i o U 2,l o U 2,C o U 2,x o U 2,m o U 2,r o U 2,Z o U 2	98626
p u a 2								0	3	0		0		-1	0		4	0	0	4	x u a 2,p u o 2,p a 2,u a 2	6012
p u a I 2								0	4	0		0		-1	0		2	0	0	2	p a I 2,x u a I 2	2947
p u a n 2								0	4	0		0		-1	0		4	0	0	4	x u a n 2,u a n 2,C u a n 2,T u a n 2	162782
p u a N 2								0	4	0		0		-1	0		4	0	0	4	C u a N 2,K u a N 2,u a N 2,x u a N 2	10789
p u e I 2								0	4	0		0		-1	0		5	0	0	5	u e I 2,x u e I 2,s u e I 2,C u e I 2,K u e I 2	82000
p u n 2								0	3	0		0		-1	0		6	0	0	6	l u n 2,p u o 2,C u n 2,c u n 2,x u n 2,T u n 2	8413
p y 2								0	2	0		0		-1	0		4	0	0	4	J y 2,p a 2,p i 2,l y 2	5201
p y E 2								0	3	0		0		-1	0		3	0	0	3	X y E 2,J y E 2,Q y E 2	8894
p y n 2								0	3	0		0		-1	0		3	0	0	3	Q y n 2,X y n 2,y n 2	4539
p y E n 2								0	4	0		0		-1	0		3	0	0	3	y E n 2,Q y E n 2,X y E n 2	23404
K e I 2								0	3	0		0		-1	0		8	0	1	7	K u e I 2,m e I 2,S e I 2,u e I 2,P e I 2,l e I 2,f e I 2,z e I 2	271774
K E 2								0	2	0		0		-1	0		2	0	0	2	i E 2,K @ 2	4682
K i 2								0	2	0		0		-1	0		12	0	0	12	J i 2,Q i 2,l i 2,T i 2,n i 2,P i 2,m i 2,i 2,X i 2,t i 2,K @ 2,p i 2	50062
K 1 2								0	2	0		0		-1	0		5	0	0	5	S 1 2,Z 1 2,c 1 2,C 1 2,K @ 2	41751
K i a 2								0	3	0		0		-1	0		3	0	0	3	i a 2,X i a 2,J i a 2	3030
K i E n 2								0	4	0		0		-1	0		7	0	0	7	Q i E n 2,n i E n 2,l i E n 2,T i E n 2,i E n 2,X i E n 2,m i E n 2	146724
K i a N 2								0	4	0		0		-1	0		6	0	0	6	Q i a N 2,n i a N 2,K u a N 2,i a N 2,l i a N 2,X i a N 2	12416
K i a U 2								0	4	0		0		-1	0		6	0	0	6	T i a U 2,Q i a U 2,l i a U 2,i a U 2,m i a U 2,P i a U 2	23371
K i E 2								0	3	0		0		-1	0		5	0	0	5	J i E 2,i E 2,X i E 2,t i E 2,Q i E 2	14271
K i n 2								0	3	0		0		-1	0		6	0	0	6	n i n 2,l i n 2,i n 2,Q i n 2,m i n 2,P i n 2	21255
K i N 2								0	3	0		0		-1	0		8	0	0	8	X i N 2,m i N 2,T i N 2,i N 2,P i N 2,Q i N 2,l i N 2,n i N 2	71047
K i o U 2								0	4	0		0		-1	0		4	0	0	4	Q i o U 2,l i o U 2,i o U 2,n i o U 2	40383
K i o N 2								0	4	0		0		-1	0		2	0	0	2	X i o N 2,Q i o N 2	1849
K y 2								0	2	0		0		-1	0		3	0	0	3	J y 2,K @ 2,l y 2	4442
K y E 2								0	3	0		0		-1	0		3	0	0	3	X y E 2,J y E 2,Q y E 2	8894
K y n 2								0	3	0		0		-1	0		3	0	0	3	Q y n 2,X y n 2,y n 2	4539
K y E n 2								0	4	0		0		-1	0		3	0	0	3	y E n 2,Q y E n 2,X y E n 2	23404
S E 2								0	2	0		0		-1	0		5	0	0	5	S 1 2,S a 2,i E 2,S @ 2,S u 2	41590
S i a 2								0	3	0		0		-1	0		4	0	0	4	S a 2,i a 2,X i a 2,J i a 2	7396
S i E n 2								0	4	0		0		-1	0		7	0	0	7	Q i E n 2,n i E n 2,l i E n 2,T i E n 2,i E n 2,X i E n 2,m i E n 2	146724
S i a N 2								0	4	0		0		-1	0		5	0	0	5	Q i a N 2,n i a N 2,i a N 2,l i a N 2,X i a N 2	10545
